episode_return,episode_length,total_steps
0,0,0
-20,20,20
8,2,22
-20,20,42
-20,20,62
7,3,65
-20,20,85
-5,15,100
2,8,108
-20,20,128
-2,2,130
-1,11,141
-20,20,161
8,2,163
2,8,171
7,3,174
-10,10,184
-20,20,204
8,2,206
8,2,208
-7,17,225
-20,20,245
-20,20,265
-20,20,285
-4,14,299
-5,5,304
3,7,311
-20,20,331
-20,20,351
8,2,353
-20,20,373
-20,20,393
8,2,395
8,2,397
8,2,399
-20,20,419
3,7,426
-8,18,444
-20,20,464
2,8,472
-20,20,492
-20,20,512
6,4,516
-20,20,536
-6,6,542
8,2,544
8,2,546
-1,11,557
-20,20,577
-20,20,597
-20,20,617
9,1,618
1,9,627
-1,1,628
-1,1,629
6,4,633
9,1,634
-20,20,654
7,3,657
-20,20,677
8,2,679
7,3,682
-1,11,693
9,1,694
9,1,695
-4,4,699
7,3,702
8,2,704
-6,16,720
9,1,721
9,1,722
-10,20,742
6,4,746
2,8,754
3,7,761
3,7,768
-5,5,773
9,1,774
-8,8,782
-20,20,802
1,9,811
-10,10,821
-3,3,824
6,4,828
6,4,832
9,1,833
8,2,835
7,3,838
4,6,844
6,4,848
0,10,858
4,6,864
0,10,874
-5,15,889
7,3,892
3,7,899
3,7,906
-7,7,913
-1,1,914
8,2,916
7,3,919
2,8,927
9,1,928
8,2,930
8,2,932
9,1,933
4,6,939
8,2,941
-2,12,953
8,2,955
8,2,957
4,6,963
-3,3,966
9,1,967
5,5,972
5,5,977
8,2,979
1,9,988
9,1,989
-12,12,1001
3,7,1008
6,4,1012
5,5,1017
4,6,1023
7,3,1026
0,10,1036
8,2,1038
9,1,1039
-4,4,1043
-20,20,1063
9,1,1064
6,4,1068
4,6,1074
0,10,1084
-1,1,1085
-11,11,1096
3,7,1103
4,6,1109
-4,4,1113
-4,14,1127
-20,20,1147
5,5,1152
7,3,1155
-11,11,1166
9,1,1167
2,8,1175
7,3,1178
-10,10,1188
8,2,1190
2,8,1198
5,5,1203
-20,20,1223
5,5,1228
5,5,1233
-6,16,1249
8,2,1251
6,4,1255
8,2,1257
2,8,1265
-9,19,1284
4,6,1290
2,8,1298
-20,20,1318
8,2,1320
5,5,1325
2,8,1333
-7,17,1350
-7,7,1357
-1,11,1368
7,3,1371
8,2,1373
8,2,1375
-1,11,1386
-6,6,1392
9,1,1393
-9,9,1402
-5,5,1407
-1,11,1418
8,2,1420
9,1,1421
-4,14,1435
-6,6,1441
-6,16,1457
6,4,1461
-20,20,1481
-3,13,1494
1,9,1503
9,1,1504
6,4,1508
9,1,1509
-15,15,1524
8,2,1526
9,1,1527
-1,11,1538
-1,11,1549
8,2,1551
-2,2,1553
6,4,1557
7,3,1560
-20,20,1580
7,3,1583
-4,14,1597
0,10,1607
9,1,1608
9,1,1609
2,8,1617
9,1,1618
-10,20,1638
9,1,1639
0,10,1649
-20,20,1669
8,2,1671
8,2,1673
6,4,1677
-20,20,1697
9,1,1698
8,2,1700
3,7,1707
7,3,1710
3,7,1717
0,10,1727
-3,3,1730
8,2,1732
9,1,1733
6,4,1737
-6,16,1753
-20,20,1773
-6,6,1779
8,2,1781
-1,1,1782
9,1,1783
-3,13,1796
6,4,1800
0,10,1810
6,4,1814
8,2,1816
8,2,1818
7,3,1821
7,3,1824
5,5,1829
3,7,1836
-4,14,1850
6,4,1854
-11,11,1865
9,1,1866
0,10,1876
8,2,1878
7,3,1881
2,8,1889
9,1,1890
1,9,1899
6,4,1903
-20,20,1923
-2,12,1935
9,1,1936
2,8,1944
6,4,1948
7,3,1951
3,7,1958
5,5,1963
-20,20,1983
-9,9,1992
4,6,1998
6,4,2002
9,1,2003
5,5,2008
4,6,2014
-8,8,2022
-6,6,2028
-20,20,2048
9,1,2049
7,3,2052
-5,15,2067
5,5,2072
-5,5,2077
-4,14,2091
8,2,2093
6,4,2097
3,7,2104
-7,17,2121
4,6,2127
-2,12,2139
9,1,2140
2,8,2148
0,10,2158
-10,20,2178
7,3,2181
-5,15,2196
6,4,2200
-7,17,2217
6,4,2221
1,9,2230
7,3,2233
4,6,2239
-20,20,2259
9,1,2260
-2,2,2262
7,3,2265
6,4,2269
8,2,2271
-20,20,2291
-20,20,2311
7,3,2314
-1,1,2315
-7,17,2332
8,2,2334
2,8,2342
8,2,2344
8,2,2346
5,5,2351
7,3,2354
-6,16,2370
4,6,2376
-7,17,2393
3,7,2400
-20,20,2420
-20,20,2440
5,5,2445
7,3,2448
-7,7,2455
-4,4,2459
9,1,2460
3,7,2467
2,8,2475
5,5,2480
1,9,2489
-3,13,2502
5,5,2507
3,7,2514
6,4,2518
-20,20,2538
-15,15,2553
5,5,2558
-5,15,2573
4,6,2579
-20,20,2599
1,9,2608
9,1,2609
-3,3,2612
5,5,2617
-16,16,2633
5,5,2638
5,5,2643
6,4,2647
7,3,2650
8,2,2652
5,5,2657
-20,20,2677
5,5,2682
6,4,2686
9,1,2687
-2,12,2699
8,2,2701
9,1,2702
8,2,2704
5,5,2709
9,1,2710
9,1,2711
-4,4,2715
2,8,2723
5,5,2728
5,5,2733
-20,20,2753
9,1,2754
-5,15,2769
-20,20,2789
5,5,2794
9,1,2795
3,7,2802
-20,20,2822
7,3,2825
6,4,2829
8,2,2831
8,2,2833
8,2,2835
9,1,2836
6,4,2840
5,5,2845
-7,17,2862
-3,3,2865
2,8,2873
6,4,2877
9,1,2878
-4,14,2892
-7,7,2899
9,1,2900
-20,20,2920
8,2,2922
9,1,2923
-20,20,2943
-10,10,2953
8,2,2955
2,8,2963
-1,11,2974
8,2,2976
1,9,2985
-20,20,3005
9,1,3006
3,7,3013
7,3,3016
5,5,3021
3,7,3028
-11,11,3039
9,1,3040
-20,20,3060
8,2,3062
-3,3,3065
-3,3,3068
9,1,3069
5,5,3074
1,9,3083
8,2,3085
1,9,3094
6,4,3098
-20,20,3118
2,8,3126
-6,6,3132
4,6,3138
5,5,3143
-2,2,3145
8,2,3147
-1,11,3158
-9,19,3177
1,9,3186
-2,12,3198
7,3,3201
7,3,3204
3,7,3211
7,3,3214
8,2,3216
3,7,3223
9,1,3224
3,7,3231
7,3,3234
2,8,3242
8,2,3244
6,4,3248
2,8,3256
-9,19,3275
9,1,3276
-5,5,3281
-20,20,3301
-20,20,3321
9,1,3322
3,7,3329
-2,12,3341
-9,9,3350
6,4,3354
-7,17,3371
-3,13,3384
7,3,3387
8,2,3389
4,6,3395
7,3,3398
4,6,3404
6,4,3408
7,3,3411
8,2,3413
9,1,3414
9,1,3415
8,2,3417
-20,20,3437
-3,13,3450
-15,15,3465
7,3,3468
-20,20,3488
7,3,3491
-1,1,3492
-20,20,3512
9,1,3513
0,10,3523
9,1,3524
-2,12,3536
-20,20,3556
6,4,3560
1,9,3569
-8,18,3587
9,1,3588
9,1,3589
9,1,3590
7,3,3593
9,1,3594
-2,12,3606
7,3,3609
8,2,3611
6,4,3615
7,3,3618
9,1,3619
-10,20,3639
-1,11,3650
1,9,3659
-2,2,3661
5,5,3666
8,2,3668
4,6,3674
-4,4,3678
-1,11,3689
-3,13,3702
2,8,3710
-15,15,3725
-4,14,3739
-20,20,3759
-7,17,3776
-6,16,3792
7,3,3795
-6,16,3811
-5,5,3816
-20,20,3836
9,1,3837
-13,13,3850
-3,3,3853
2,8,3861
1,9,3870
3,7,3877
-20,20,3897
9,1,3898
9,1,3899
6,4,3903
-1,1,3904
-7,17,3921
-20,20,3941
0,10,3951
0,10,3961
8,2,3963
9,1,3964
-9,19,3983
-14,14,3997
6,4,4001
5,5,4006
4,6,4012
-1,1,4013
9,1,4014
-6,6,4020
-20,20,4040
-20,20,4060
-20,20,4080
8,2,4082
7,3,4085
-20,20,4105
7,3,4108
-20,20,4128
8,2,4130
8,2,4132
7,3,4135
6,4,4139
6,4,4143
-1,11,4154
-20,20,4174
4,6,4180
1,9,4189
-2,12,4201
8,2,4203
-20,20,4223
-2,12,4235
-6,16,4251
2,8,4259
-20,20,4279
-20,20,4299
-1,11,4310
4,6,4316
-5,15,4331
8,2,4333
3,7,4340
7,3,4343
5,5,4348
2,8,4356
3,7,4363
-20,20,4383
-4,4,4387
-9,19,4406
7,3,4409
5,5,4414
9,1,4415
6,4,4419
9,1,4420
7,3,4423
9,1,4424
6,4,4428
6,4,4432
-4,4,4436
7,3,4439
3,7,4446
9,1,4447
-20,20,4467
3,7,4474
-20,20,4494
9,1,4495
-1,11,4506
-2,12,4518
8,2,4520
-20,20,4540
7,3,4543
1,9,4552
5,5,4557
8,2,4559
8,2,4561
3,7,4568
3,7,4575
-20,20,4595
8,2,4597
-1,11,4608
7,3,4611
-20,20,4631
-20,20,4651
6,4,4655
5,5,4660
7,3,4663
9,1,4664
9,1,4665
3,7,4672
9,1,4673
8,2,4675
-2,2,4677
4,6,4683
8,2,4685
-5,15,4700
-20,20,4720
6,4,4724
9,1,4725
6,4,4729
8,2,4731
-13,13,4744
4,6,4750
8,2,4752
5,5,4757
7,3,4760
-1,1,4761
-5,15,4776
-7,7,4783
8,2,4785
9,1,4786
7,3,4789
9,1,4790
-20,20,4810
2,8,4818
5,5,4823
4,6,4829
7,3,4832
0,10,4842
8,2,4844
-20,20,4864
0,10,4874
-6,16,4890
5,5,4895
7,3,4898
7,3,4901
9,1,4902
2,8,4910
8,2,4912
7,3,4915
7,3,4918
5,5,4923
5,5,4928
-10,10,4938
4,6,4944
8,2,4946
8,2,4948
9,1,4949
7,3,4952
-20,20,4972
7,3,4975
0,10,4985
7,3,4988
7,3,4991
9,1,4992
3,7,4999
7,3,5002
7,3,5005
5,5,5010
9,1,5011
-20,20,5031
9,1,5032
-5,5,5037
-9,19,5056
-20,20,5076
-1,11,5087
-2,2,5089
-3,13,5102
8,2,5104
-4,4,5108
9,1,5109
6,4,5113
4,6,5119
9,1,5120
9,1,5121
9,1,5122
6,4,5126
8,2,5128
-20,20,5148
8,2,5150
-3,13,5163
7,3,5166
-3,3,5169
8,2,5171
-20,20,5191
8,2,5193
7,3,5196
8,2,5198
9,1,5199
8,2,5201
8,2,5203
9,1,5204
-16,16,5220
2,8,5228
9,1,5229
9,1,5230
4,6,5236
7,3,5239
-5,15,5254
-1,1,5255
6,4,5259
-1,11,5270
7,3,5273
9,1,5274
9,1,5275
7,3,5278
5,5,5283
7,3,5286
9,1,5287
-20,20,5307
9,1,5308
-8,18,5326
-20,20,5346
9,1,5347
-2,12,5359
9,1,5360
-11,11,5371
9,1,5372
-2,12,5384
9,1,5385
-10,20,5405
-5,5,5410
9,1,5411
0,10,5421
2,8,5429
-20,20,5449
9,1,5450
8,2,5452
4,6,5458
8,2,5460
7,3,5463
8,2,5465
7,3,5468
-3,13,5481
7,3,5484
-10,20,5504
1,9,5513
-20,20,5533
-20,20,5553
6,4,5557
9,1,5558
6,4,5562
8,2,5564
6,4,5568
6,4,5572
3,7,5579
-8,18,5597
8,2,5599
8,2,5601
3,7,5608
-20,20,5628
9,1,5629
9,1,5630
8,2,5632
-20,20,5652
9,1,5653
8,2,5655
-7,17,5672
0,10,5682
3,7,5689
2,8,5697
0,10,5707
8,2,5709
-2,12,5721
5,5,5726
9,1,5727
-4,14,5741
3,7,5748
-20,20,5768
6,4,5772
8,2,5774
-3,13,5787
-9,19,5806
9,1,5807
9,1,5808
6,4,5812
4,6,5818
-3,13,5831
7,3,5834
-2,2,5836
9,1,5837
6,4,5841
-5,15,5856
7,3,5859
9,1,5860
8,2,5862
7,3,5865
-4,14,5879
3,7,5886
-10,20,5906
-3,3,5909
4,6,5915
3,7,5922
2,8,5930
2,8,5938
8,2,5940
8,2,5942
5,5,5947
2,8,5955
8,2,5957
4,6,5963
-7,17,5980
-8,18,5998
4,6,6004
8,2,6006
5,5,6011
-20,20,6031
-20,20,6051
7,3,6054
-1,1,6055
9,1,6056
9,1,6057
9,1,6058
-10,10,6068
-7,17,6085
9,1,6086
-1,11,6097
8,2,6099
9,1,6100
7,3,6103
7,3,6106
8,2,6108
8,2,6110
6,4,6114
8,2,6116
-2,12,6128
-5,5,6133
-3,3,6136
8,2,6138
3,7,6145
0,10,6155
8,2,6157
3,7,6164
-10,10,6174
9,1,6175
9,1,6176
-4,4,6180
-10,20,6200
1,9,6209
3,7,6216
9,1,6217
9,1,6218
7,3,6221
-5,15,6236
-9,19,6255
-1,11,6266
-1,11,6277
9,1,6278
9,1,6279
9,1,6280
-10,20,6300
7,3,6303
8,2,6305
9,1,6306
1,9,6315
8,2,6317
-4,4,6321
-6,16,6337
7,3,6340
6,4,6344
8,2,6346
8,2,6348
-2,12,6360
6,4,6364
-3,13,6377
5,5,6382
9,1,6383
-3,13,6396
8,2,6398
9,1,6399
-1,1,6400
3,7,6407
9,1,6408
9,1,6409
9,1,6410
2,8,6418
9,1,6419
1,9,6428
2,8,6436
3,7,6443
9,1,6444
9,1,6445
8,2,6447
5,5,6452
8,2,6454
7,3,6457
8,2,6459
-8,18,6477
7,3,6480
9,1,6481
9,1,6482
1,9,6491
-20,20,6511
-4,4,6515
9,1,6516
-1,11,6527
8,2,6529
8,2,6531
9,1,6532
8,2,6534
9,1,6535
0,10,6545
6,4,6549
2,8,6557
8,2,6559
9,1,6560
9,1,6561
9,1,6562
9,1,6563
5,5,6568
-10,20,6588
9,1,6589
3,7,6596
8,2,6598
4,6,6604
-3,3,6607
6,4,6611
5,5,6616
-16,16,6632
-3,3,6635
7,3,6638
-2,2,6640
-2,2,6642
7,3,6645
8,2,6647
-1,1,6648
8,2,6650
8,2,6652
1,9,6661
4,6,6667
3,7,6674
8,2,6676
-10,10,6686
-7,17,6703
-5,5,6708
7,3,6711
0,10,6721
9,1,6722
9,1,6723
-1,1,6724
6,4,6728
-1,11,6739
-4,4,6743
4,6,6749
6,4,6753
8,2,6755
3,7,6762
8,2,6764
6,4,6768
-5,15,6783
9,1,6784
9,1,6785
9,1,6786
-3,3,6789
-20,20,6809
9,1,6810
8,2,6812
-20,20,6832
-20,20,6852
9,1,6853
8,2,6855
9,1,6856
7,3,6859
7,3,6862
9,1,6863
-20,20,6883
-3,3,6886
-18,18,6904
5,5,6909
8,2,6911
8,2,6913
6,4,6917
5,5,6922
-1,1,6923
5,5,6928
8,2,6930
0,10,6940
-7,7,6947
9,1,6948
9,1,6949
9,1,6950
8,2,6952
-20,20,6972
-2,2,6974
-1,1,6975
9,1,6976
-20,20,6996
5,5,7001
9,1,7002
8,2,7004
-20,20,7024
7,3,7027
7,3,7030
8,2,7032
9,1,7033
5,5,7038
7,3,7041
6,4,7045
6,4,7049
8,2,7051
9,1,7052
5,5,7057
8,2,7059
9,1,7060
-20,20,7080
-20,20,7100
-20,20,7120
-20,20,7140
-20,20,7160
7,3,7163
-20,20,7183
-14,14,7197
9,1,7198
9,1,7199
7,3,7202
8,2,7204
9,1,7205
-1,1,7206
9,1,7207
-2,2,7209
-1,1,7210
8,2,7212
-20,20,7232
1,9,7241
9,1,7242
6,4,7246
9,1,7247
9,1,7248
8,2,7250
-18,18,7268
-1,1,7269
-20,20,7289
9,1,7290
9,1,7291
8,2,7293
9,1,7294
8,2,7296
8,2,7298
0,10,7308
-2,2,7310
9,1,7311
8,2,7313
7,3,7316
8,2,7318
1,9,7327
8,2,7329
-1,1,7330
5,5,7335
-20,20,7355
-20,20,7375
-6,6,7381
9,1,7382
2,8,7390
7,3,7393
9,1,7394
7,3,7397
3,7,7404
8,2,7406
8,2,7408
9,1,7409
5,5,7414
9,1,7415
-1,1,7416
7,3,7419
8,2,7421
9,1,7422
1,9,7431
9,1,7432
9,1,7433
6,4,7437
-2,2,7439
-20,20,7459
9,1,7460
7,3,7463
9,1,7464
9,1,7465
8,2,7467
7,3,7470
8,2,7472
7,3,7475
9,1,7476
-7,17,7493
7,3,7496
-3,3,7499
-20,20,7519
9,1,7520
-10,10,7530
8,2,7532
9,1,7533
-20,20,7553
9,1,7554
9,1,7555
7,3,7558
-1,1,7559
7,3,7562
9,1,7563
3,7,7570
8,2,7572
8,2,7574
8,2,7576
9,1,7577
8,2,7579
-20,20,7599
7,3,7602
-20,20,7622
-20,20,7642
8,2,7644
9,1,7645
9,1,7646
8,2,7648
-20,20,7668
9,1,7669
-20,20,7689
-2,2,7691
-4,14,7705
-1,1,7706
8,2,7708
8,2,7710
8,2,7712
9,1,7713
6,4,7717
7,3,7720
9,1,7721
-20,20,7741
-20,20,7761
9,1,7762
9,1,7763
8,2,7765
-3,13,7778
-2,2,7780
9,1,7781
3,7,7788
-20,20,7808
8,2,7810
6,4,7814
8,2,7816
1,9,7825
8,2,7827
8,2,7829
7,3,7832
8,2,7834
8,2,7836
-20,20,7856
8,2,7858
9,1,7859
-3,13,7872
-20,20,7892
-1,1,7893
6,4,7897
7,3,7900
5,5,7905
9,1,7906
-6,6,7912
-2,2,7914
8,2,7916
4,6,7922
-1,1,7923
6,4,7927
3,7,7934
-4,4,7938
8,2,7940
8,2,7942
9,1,7943
-1,11,7954
9,1,7955
9,1,7956
7,3,7959
6,4,7963
-3,13,7976
9,1,7977
9,1,7978
9,1,7979
-7,7,7986
7,3,7989
-1,1,7990
9,1,7991
9,1,7992
6,4,7996
-9,19,8015
-1,1,8016
7,3,8019
5,5,8024
8,2,8026
-20,20,8046
9,1,8047
7,3,8050
9,1,8051
9,1,8052
6,4,8056
9,1,8057
-1,1,8058
6,4,8062
5,5,8067
3,7,8074
9,1,8075
0,10,8085
9,1,8086
5,5,8091
0,10,8101
9,1,8102
-3,3,8105
9,1,8106
9,1,8107
6,4,8111
8,2,8113
9,1,8114
9,1,8115
7,3,8118
8,2,8120
-20,20,8140
-6,6,8146
7,3,8149
9,1,8150
-1,1,8151
9,1,8152
-2,2,8154
-20,20,8174
7,3,8177
9,1,8178
8,2,8180
5,5,8185
0,10,8195
9,1,8196
-13,13,8209
-1,1,8210
8,2,8212
8,2,8214
8,2,8216
8,2,8218
2,8,8226
3,7,8233
8,2,8235
4,6,8241
3,7,8248
9,1,8249
8,2,8251
1,9,8260
-4,4,8264
9,1,8265
9,1,8266
6,4,8270
8,2,8272
9,1,8273
9,1,8274
8,2,8276
8,2,8278
6,4,8282
7,3,8285
9,1,8286
8,2,8288
7,3,8291
9,1,8292
6,4,8296
7,3,8299
9,1,8300
8,2,8302
9,1,8303
2,8,8311
9,1,8312
-20,20,8332
-1,1,8333
-1,1,8334
3,7,8341
-1,1,8342
9,1,8343
8,2,8345
9,1,8346
9,1,8347
9,1,8348
6,4,8352
8,2,8354
7,3,8357
-5,15,8372
0,10,8382
7,3,8385
8,2,8387
7,3,8390
9,1,8391
9,1,8392
8,2,8394
8,2,8396
8,2,8398
9,1,8399
-11,11,8410
9,1,8411
8,2,8413
6,4,8417
-1,1,8418
-1,1,8419
8,2,8421
9,1,8422
-1,1,8423
9,1,8424
8,2,8426
9,1,8427
8,2,8429
3,7,8436
9,1,8437
6,4,8441
2,8,8449
8,2,8451
7,3,8454
9,1,8455
8,2,8457
9,1,8458
9,1,8459
8,2,8461
7,3,8464
8,2,8466
8,2,8468
9,1,8469
9,1,8470
9,1,8471
-1,1,8472
5,5,8477
9,1,8478
9,1,8479
8,2,8481
9,1,8482
9,1,8483
-2,2,8485
9,1,8486
5,5,8491
-2,2,8493
9,1,8494
6,4,8498
-1,11,8509
8,2,8511
9,1,8512
9,1,8513
6,4,8517
6,4,8521
8,2,8523
8,2,8525
-1,1,8526
9,1,8527
6,4,8531
9,1,8532
8,2,8534
8,2,8536
6,4,8540
7,3,8543
9,1,8544
9,1,8545
-1,1,8546
1,9,8555
9,1,8556
8,2,8558
9,1,8559
8,2,8561
9,1,8562
9,1,8563
9,1,8564
9,1,8565
9,1,8566
7,3,8569
9,1,8570
8,2,8572
-2,2,8574
7,3,8577
-2,2,8579
7,3,8582
-1,1,8583
9,1,8584
8,2,8586
8,2,8588
9,1,8589
9,1,8590
9,1,8591
9,1,8592
9,1,8593
9,1,8594
-1,1,8595
-2,2,8597
9,1,8598
9,1,8599
-2,2,8601
8,2,8603
-1,1,8604
7,3,8607
-4,4,8611
9,1,8612
-9,9,8621
9,1,8622
-2,2,8624
-1,11,8635
9,1,8636
7,3,8639
-2,2,8641
-3,3,8644
-6,6,8650
9,1,8651
8,2,8653
-4,4,8657
8,2,8659
7,3,8662
-2,2,8664
8,2,8666
8,2,8668
7,3,8671
8,2,8673
7,3,8676
8,2,8678
7,3,8681
6,4,8685
8,2,8687
9,1,8688
-3,13,8701
8,2,8703
7,3,8706
-1,1,8707
-1,1,8708
8,2,8710
7,3,8713
-1,11,8724
9,1,8725
7,3,8728
9,1,8729
9,1,8730
-2,2,8732
8,2,8734
8,2,8736
-5,15,8751
-3,3,8754
9,1,8755
8,2,8757
9,1,8758
8,2,8760
7,3,8763
9,1,8764
2,8,8772
8,2,8774
9,1,8775
7,3,8778
-5,5,8783
8,2,8785
-2,2,8787
7,3,8790
9,1,8791
-3,3,8794
9,1,8795
1,9,8804
-10,10,8814
9,1,8815
0,10,8825
9,1,8826
9,1,8827
9,1,8828
6,4,8832
9,1,8833
8,2,8835
8,2,8837
7,3,8840
9,1,8841
-4,4,8845
9,1,8846
9,1,8847
9,1,8848
9,1,8849
-2,2,8851
8,2,8853
8,2,8855
-1,1,8856
8,2,8858
9,1,8859
9,1,8860
9,1,8861
9,1,8862
7,3,8865
8,2,8867
9,1,8868
5,5,8873
5,5,8878
8,2,8880
7,3,8883
9,1,8884
9,1,8885
8,2,8887
-1,1,8888
8,2,8890
7,3,8893
9,1,8894
8,2,8896
9,1,8897
6,4,8901
-3,3,8904
9,1,8905
2,8,8913
4,6,8919
8,2,8921
9,1,8922
-1,1,8923
5,5,8928
7,3,8931
9,1,8932
9,1,8933
7,3,8936
0,10,8946
8,2,8948
8,2,8950
5,5,8955
8,2,8957
9,1,8958
-20,20,8978
7,3,8981
8,2,8983
-2,2,8985
9,1,8986
6,4,8990
8,2,8992
8,2,8994
6,4,8998
8,2,9000
9,1,9001
8,2,9003
7,3,9006
6,4,9010
9,1,9011
8,2,9013
9,1,9014
8,2,9016
9,1,9017
8,2,9019
6,4,9023
1,9,9032
8,2,9034
-1,1,9035
8,2,9037
-1,1,9038
9,1,9039
9,1,9040
-1,1,9041
9,1,9042
-1,1,9043
9,1,9044
-1,1,9045
9,1,9046
-1,11,9057
8,2,9059
7,3,9062
9,1,9063
-1,1,9064
9,1,9065
-2,2,9067
9,1,9068
9,1,9069
9,1,9070
8,2,9072
8,2,9074
9,1,9075
7,3,9078
-1,1,9079
-2,2,9081
7,3,9084
-20,20,9104
9,1,9105
7,3,9108
8,2,9110
-3,3,9113
9,1,9114
-1,1,9115
7,3,9118
-2,2,9120
9,1,9121
-2,12,9133
9,1,9134
9,1,9135
8,2,9137
9,1,9138
-10,10,9148
-1,1,9149
7,3,9152
8,2,9154
9,1,9155
7,3,9158
9,1,9159
9,1,9160
8,2,9162
-3,3,9165
-1,1,9166
-1,1,9167
-1,1,9168
-2,2,9170
-1,1,9171
-2,2,9173
8,2,9175
-2,2,9177
-1,1,9178
4,6,9184
-1,1,9185
9,1,9186
-7,7,9193
6,4,9197
9,1,9198
7,3,9201
9,1,9202
5,5,9207
8,2,9209
-1,1,9210
8,2,9212
6,4,9216
7,3,9219
7,3,9222
-20,20,9242
8,2,9244
7,3,9247
8,2,9249
7,3,9252
8,2,9254
8,2,9256
7,3,9259
9,1,9260
-2,2,9262
-1,1,9263
7,3,9266
8,2,9268
7,3,9271
5,5,9276
-2,2,9278
9,1,9279
8,2,9281
9,1,9282
9,1,9283
7,3,9286
4,6,9292
8,2,9294
9,1,9295
8,2,9297
7,3,9300
9,1,9301
9,1,9302
8,2,9304
9,1,9305
2,8,9313
9,1,9314
-5,5,9319
9,1,9320
4,6,9326
9,1,9327
-6,6,9333
6,4,9337
9,1,9338
-1,1,9339
9,1,9340
9,1,9341
8,2,9343
9,1,9344
8,2,9346
-1,1,9347
8,2,9349
-1,1,9350
8,2,9352
8,2,9354
1,9,9363
8,2,9365
8,2,9367
-3,3,9370
7,3,9373
8,2,9375
9,1,9376
7,3,9379
8,2,9381
9,1,9382
8,2,9384
7,3,9387
7,3,9390
-1,1,9391
9,1,9392
-1,1,9393
4,6,9399
6,4,9403
8,2,9405
8,2,9407
9,1,9408
6,4,9412
7,3,9415
9,1,9416
9,1,9417
8,2,9419
9,1,9420
9,1,9421
8,2,9423
8,2,9425
8,2,9427
8,2,9429
-2,2,9431
8,2,9433
9,1,9434
8,2,9436
9,1,9437
7,3,9440
-7,17,9457
8,2,9459
8,2,9461
9,1,9462
7,3,9465
7,3,9468
6,4,9472
6,4,9476
-3,3,9479
7,3,9482
-6,16,9498
4,6,9504
4,6,9510
8,2,9512
9,1,9513
6,4,9517
8,2,9519
8,2,9521
4,6,9527
9,1,9528
9,1,9529
7,3,9532
9,1,9533
9,1,9534
9,1,9535
7,3,9538
9,1,9539
9,1,9540
-1,1,9541
9,1,9542
2,8,9550
9,1,9551
8,2,9553
9,1,9554
9,1,9555
3,7,9562
6,4,9566
-2,2,9568
9,1,9569
9,1,9570
8,2,9572
6,4,9576
2,8,9584
9,1,9585
7,3,9588
9,1,9589
8,2,9591
8,2,9593
9,1,9594
4,6,9600
8,2,9602
7,3,9605
9,1,9606
6,4,9610
9,1,9611
9,1,9612
9,1,9613
-1,1,9614
3,7,9621
8,2,9623
9,1,9624
9,1,9625
9,1,9626
9,1,9627
9,1,9628
8,2,9630
9,1,9631
-3,3,9634
9,1,9635
-1,1,9636
9,1,9637
9,1,9638
6,4,9642
-3,3,9645
-1,1,9646
-4,4,9650
-2,2,9652
9,1,9653
8,2,9655
8,2,9657
-3,3,9660
9,1,9661
5,5,9666
9,1,9667
-4,4,9671
-6,6,9677
4,6,9683
7,3,9686
5,5,9691
8,2,9693
8,2,9695
-1,1,9696
9,1,9697
9,1,9698
8,2,9700
-4,4,9704
4,6,9710
9,1,9711
7,3,9714
9,1,9715
-1,1,9716
9,1,9717
5,5,9722
-3,3,9725
-8,8,9733
-5,5,9738
8,2,9740
9,1,9741
-1,1,9742
6,4,9746
9,1,9747
-2,2,9749
8,2,9751
9,1,9752
8,2,9754
6,4,9758
8,2,9760
9,1,9761
6,4,9765
-6,6,9771
8,2,9773
8,2,9775
9,1,9776
9,1,9777
9,1,9778
9,1,9779
-3,3,9782
9,1,9783
8,2,9785
5,5,9790
-1,1,9791
9,1,9792
6,4,9796
4,6,9802
8,2,9804
9,1,9805
9,1,9806
9,1,9807
9,1,9808
8,2,9810
7,3,9813
3,7,9820
8,2,9822
9,1,9823
-5,5,9828
9,1,9829
9,1,9830
9,1,9831
6,4,9835
6,4,9839
9,1,9840
8,2,9842
9,1,9843
-3,3,9846
5,5,9851
9,1,9852
-2,2,9854
5,5,9859
-2,2,9861
9,1,9862
9,1,9863
7,3,9866
8,2,9868
-7,7,9875
8,2,9877
-8,18,9895
8,2,9897
7,3,9900
9,1,9901
9,1,9902
8,2,9904
9,1,9905
6,4,9909
5,5,9914
8,2,9916
-6,16,9932
-2,2,9934
8,2,9936
-3,3,9939
9,1,9940
8,2,9942
-1,1,9943
8,2,9945
7,3,9948
9,1,9949
8,2,9951
9,1,9952
7,3,9955
-5,5,9960
9,1,9961
7,3,9964
8,2,9966
-1,1,9967
-1,1,9968
7,3,9971
-8,8,9979
9,1,9980
7,3,9983
8,2,9985
7,3,9988
-3,3,9991
-1,1,9992
-1,1,9993
