,Episode,Episodic_Return,Episodic_Length,Wall_Time
1,1.0,-0.13830322089210534,20.0,33.122488260269165
2,2.0,0.18177565776814758,20.0,64.90068459510803
3,3.0,0.06405290766189287,20.0,95.96263909339905
4,4.0,0.04803968074641965,20.0,127.32479667663574
5,5.0,0.1997163176393305,20.0,155.76355838775635
6,6.0,0.16643026469944208,20.0,187.64246082305908
7,7.0,0.1426545125995218,20.0,207.80242204666138
8,8.0,0.12482269852458157,20.0,216.59252214431763
9,9.0,0.11095350979962806,20.0,218.89403367042542
10,10.0,0.09985815881966525,20.0,224.30091404914856
11,11.0,0.1136884809088758,20.0,237.54928302764893
12,12.0,0.06350302726603574,20.0,249.50667881965637
13,13.0,0.0806422865210974,20.0,258.7949306964874
14,14.0,0.0806422865210974,20.0,261.7005696296692
15,15.0,0.0,20.0,263.9969730377197
16,16.0,0.0,20.0,275.99630093574524
17,17.0,0.0,20.0,298.3281018733978
18,18.0,0.0,20.0,320.90064573287964
19,19.0,0.0,20.0,329.99231219291687
20,20.0,0.0,20.0,342.89429664611816
21,21.0,0.12465073291678123,20.0,354.41610765457153
22,22.0,0.12465073291678123,20.0,364.5989360809326
23,23.0,0.12465073291678123,20.0,380.19962453842163
24,24.0,0.12465073291678123,20.0,409.0170044898987
25,25.0,-0.017023644363755096,20.0,431.2960557937622
26,26.0,-0.017023644363755096,20.0,443.3024778366089
27,27.0,-0.017023644363755096,20.0,446.79654717445374
28,28.0,-0.017023644363755096,20.0,453.59698247909546
29,29.0,-0.017023644363755096,20.0,481.26041650772095
30,30.0,-0.03743877280906051,20.0,493.79843401908875
31,31.0,-0.1746944936249219,20.0,497.51768255233765
32,32.0,-0.217509326407839,20.0,515.1408996582031
33,33.0,-0.217509326407839,20.0,518.0953669548035
34,34.0,-0.217509326407839,20.0,526.5021522045135
35,35.0,-0.07583494912730265,20.0,533.8123462200165
36,36.0,-0.07583494912730265,20.0,537.9091370105743
37,37.0,-0.07583494912730265,20.0,548.4022665023804
38,38.0,-0.07583494912730265,20.0,551.9005844593048
39,39.0,-0.07583494912730265,20.0,554.2010560035706
40,40.0,-0.055419820681997245,20.0,558.2011225223541
41,41.0,-0.04281483278291709,20.0,566.3088881969452
42,42.0,0.09624748610200984,20.0,576.0965068340302
43,43.0,0.09624748610200984,20.0,585.3033838272095
44,44.0,0.10731536525364138,20.0,592.3866140842438
45,45.0,0.10731536525364138,20.0,596.698531627655
46,46.0,0.10731536525364138,20.0,607.1136810779572
47,47.0,0.10731536525364138,20.0,611.1984491348267
48,48.0,0.10731536525364138,20.0,634.7976996898651
49,49.0,0.10731536525364138,20.0,640.4129478931427
50,50.0,-0.1689228353764356,20.0,653.1982207298279
51,51.0,-0.1689228353764356,20.0,674.9040729999542
52,52.0,-0.26517032147844544,20.0,679.4037141799927
53,53.0,-0.26517032147844544,20.0,692.6036095619202
54,54.0,-0.6120232666620199,20.0,713.9051117897034
55,55.0,-0.6120232666620199,20.0,722.0321636199951
56,56.0,-0.4688317388964688,20.0,736.6043660640717
57,57.0,-0.4688317388964688,20.0,748.2963173389435
58,58.0,-0.4688317388964688,20.0,763.8171858787537
59,59.0,-0.4688317388964688,20.0,775.1030497550964
60,60.0,-0.19259353826639186,20.0,811.7202172279358
61,61.0,-0.40015199023233433,20.0,825.3974010944366
62,62.0,-0.40015199023233433,20.0,828.7041704654694
63,63.0,-0.40015199023233433,20.0,840.1065084934235
64,64.0,-0.06436692420039143,20.0,851.5902378559113
65,65.0,-0.19879063570746364,20.0,869.9172208309174
66,66.0,-0.34198216347301474,20.0,881.1065127849579
67,67.0,-0.34198216347301474,20.0,893.4437613487244
68,68.0,-0.34198216347301474,20.0,895.6989011764526
69,69.0,-0.34198216347301474,20.0,898.0009081363678
70,70.0,-0.34198216347301474,20.0,921.1018619537354
71,71.0,-0.13442371150707222,20.0,930.5071070194244
72,72.0,-0.13442371150707222,20.0,938.3040733337402
73,73.0,-0.13442371150707222,20.0,942.6120014190674
74,74.0,-0.13442371150707222,20.0,945.1041052341461
75,75.0,0.0,20.0,975.331686258316
76,76.0,0.0,20.0,982.3171401023865
77,77.0,0.0,20.0,994.1674044132233
78,78.0,0.0,20.0,996.4022133350372
79,79.0,0.0,20.0,1019.6005141735077
80,80.0,0.0,20.0,1037.0050356388092
81,81.0,0.0,20.0,1051.497803926468
82,82.0,0.0,20.0,1060.1024885177612
83,83.0,0.0,20.0,1062.5046441555023
84,84.0,0.0,20.0,1086.4021096229553
85,85.0,0.0,20.0,1093.8044397830963
86,86.0,0.0,20.0,1106.7059319019318
87,87.0,0.0,20.0,1122.870804309845
88,88.0,0.0,20.0,1129.618352174759
89,89.0,0.0,20.0,1140.804488658905
90,90.0,0.0,20.0,1150.410126209259
91,91.0,0.0,20.0,1166.7713220119476
92,92.0,-0.0933012997973992,20.0,1177.4091658592224
93,93.0,-0.0933012997973992,20.0,1182.7117557525635
94,94.0,-0.0933012997973992,20.0,1187.310357093811
95,95.0,-0.0933012997973992,20.0,1189.8074572086334
96,96.0,-0.0933012997973992,20.0,1194.1211671829224
97,97.0,-0.0933012997973992,20.0,1198.5151600837708
98,98.0,-0.0933012997973992,20.0,1206.8050286769867
99,99.0,-0.0933012997973992,20.0,1243.4795384407043
100,100.0,-0.0933012997973992,20.0,1246.1161506175995
101,101.0,0.0775518802150843,20.0,1286.7069766521454
102,102.0,-0.0776424550523398,20.0,1328.1437923908234
103,103.0,-0.0776424550523398,20.0,1333.4184701442719
104,104.0,-0.0776424550523398,20.0,1354.0658028125763
105,105.0,-0.0776424550523398,20.0,1365.512618780136
106,106.0,-0.0776424550523398,20.0,1375.7016026973724
107,107.0,-0.0776424550523398,20.0,1384.0128314495087
108,108.0,-0.0776424550523398,20.0,1399.5116698741913
109,109.0,-0.19727079927073865,20.0,1427.5937767028809
110,110.0,-0.19727079927073865,20.0,1446.2110052108765
111,111.0,0.048989883037396265,20.0,1461.0111923217773
112,112.0,0.2974855181022196,20.0,1484.9809606075287
113,113.0,0.2974855181022196,20.0,1504.8461067676544
114,114.0,0.2974855181022196,20.0,1515.4259793758392
115,115.0,0.2974855181022196,20.0,1525.2073254585266
116,116.0,0.2974855181022196,20.0,1536.7371525764465
117,117.0,0.2974855181022196,20.0,1546.6107296943665
118,118.0,0.2974855181022196,20.0,1562.9165279865265
119,119.0,0.4171138623206184,20.0,1567.0147330760956
120,120.0,0.4171138623206184,20.0,1604.967538356781
121,121.0,-0.014201103271020421,20.0,1640.6782252788544
122,122.0,-0.014201103271020421,20.0,1655.8138291835785
123,123.0,-0.07833266040147213,20.0,1689.1925842761993
124,124.0,-0.07833266040147213,20.0,1707.0135006904602
125,125.0,0.3556491263189424,20.0,1725.4136276245117
126,126.0,0.3556491263189424,20.0,1768.5537660121918
127,127.0,0.4235424427171449,20.0,1814.0987536907196
128,128.0,0.4235424427171449,20.0,1841.5030298233032
129,129.0,0.4235424427171449,20.0,1862.9778468608856
130,130.0,0.4377276163506393,20.0,1876.4137408733368
131,131.0,0.4519287196216597,20.0,1911.815981388092
132,132.0,0.16465927351775905,20.0,1934.611530303955
133,133.0,0.19347316855188107,20.0,1978.0762417316437
134,134.0,0.19347316855188107,20.0,2011.3166031837463
135,135.0,-0.2405086181685335,20.0,2048.44709277153
136,136.0,-0.2405086181685335,20.0,2051.1132307052612
137,137.0,-0.49868854154798303,20.0,2089.7153582572937
138,138.0,-0.49868854154798303,20.0,2097.1189436912537
139,139.0,-0.49868854154798303,20.0,2139.069916009903
140,140.0,-0.9167443777233153,20.0,2176.7555038928986
141,141.0,-0.9167443777233153,20.0,2179.0101499557495
142,142.0,-0.6294749316194147,20.0,2219.1905286312103
143,143.0,-0.594157269523085,20.0,2255.935988664627
144,144.0,-0.594157269523085,20.0,2289.2073917388916
145,145.0,-0.594157269523085,20.0,2312.6145474910736
146,146.0,-0.594157269523085,20.0,2322.4161417484283
147,147.0,-0.40387066254183795,20.0,2329.9190576076508
148,148.0,-0.40387066254183795,20.0,2341.7163183689117
149,149.0,-0.43893143957302205,20.0,2347.8170425891876
150,150.0,-0.035060777031184154,20.0,2355.4149148464203
151,151.0,-0.27251364179595705,20.0,2366.186635017395
152,152.0,-0.2560374338825899,20.0,2377.421693086624
153,153.0,-0.2560374338825899,20.0,2387.919314622879
154,154.0,-0.45169050794563737,20.0,2396.129686355591
155,155.0,-0.45169050794563737,20.0,2405.613233089447
156,156.0,-0.45169050794563737,20.0,2412.318029165268
157,157.0,-0.4660833782872271,20.0,2423.6815543174744
158,158.0,-0.4660833782872271,20.0,2439.8657042980194
159,159.0,-1.100100213441641,20.0,2446.3155970573425
160,160.0,-1.100100213441641,20.0,2458.214800596237
161,161.0,-1.295418994626462,20.0,2490.1209094524384
162,162.0,-1.3766917106087908,20.0,2500.015414237976
163,163.0,-1.6056429573777078,20.0,2518.6249194145203
164,164.0,-1.4099898833146605,20.0,2531.7091760635376
165,165.0,-1.4099898833146605,20.0,2540.9210662841797
166,166.0,-1.4099898833146605,20.0,2545.2286369800568
167,167.0,-1.3955970129730706,20.0,2569.0350544452667
168,168.0,-1.4074901680046394,20.0,2582.729902744293
169,169.0,-0.7384125558190416,20.0,2593.5198872089386
170,170.0,-0.5045949117643891,20.0,2597.821672677994
171,171.0,-0.0718232658147949,20.0,2602.026490688324
172,172.0,-0.007026757745833478,20.0,2646.5900418758392
173,173.0,0.22192448902308354,20.0,2682.089164018631
174,174.0,0.22192448902308354,20.0,2692.9895520210266
175,175.0,0.22192448902308354,20.0,2697.916972875595
176,176.0,0.22192448902308354,20.0,2702.1283271312714
177,177.0,0.22192448902308354,20.0,2708.719085216522
178,178.0,0.2338176440546526,20.0,2713.044397354126
179,179.0,0.41507835492654993,20.0,2725.283348798752
180,180.0,0.18126071087189732,20.0,2735.9184708595276
181,181.0,0.405702224775953,20.0,2756.8488535881042
182,182.0,0.29824103953918096,20.0,2787.536632537842
183,183.0,0.29824103953918096,20.0,2793.42187333107
184,184.0,0.29824103953918096,20.0,2795.884231567383
185,185.0,0.8904536172528008,20.0,2814.616180896759
186,186.0,0.8904536172528008,20.0,2831.464318037033
187,187.0,0.8904536172528008,20.0,2847.1378808021545
188,188.0,0.8082748441250919,20.0,2881.637711286545
189,189.0,0.6270141332531944,20.0,2913.805844306946
190,190.0,0.6270141332531944,20.0,2955.0278475284576
191,191.0,0.4025726193491388,20.0,3001.381101846695
192,192.0,0.42243146444738455,20.0,3008.12313580513
193,193.0,0.7208263952305503,20.0,3022.721612215042
194,194.0,0.7208263952305503,20.0,3025.689415216446
195,195.0,0.1286138175169304,20.0,3059.6206879615784
196,196.0,-0.12826159307147494,20.0,3095.0888175964355
197,197.0,-0.12826159307147494,20.0,3112.321891784668
198,198.0,-0.29750053224213213,20.0,3124.123053789139
199,199.0,-0.29750053224213213,20.0,3151.0872128009796
200,200.0,-0.29750053224213213,20.0,3156.3174262046814
201,201.0,-0.29750053224213213,20.0,3181.6973869800568
202,202.0,-0.20989819210360583,20.0,3190.443563222885
203,203.0,-0.5082931228867714,20.0,3205.885842561722
204,204.0,-0.5082931228867714,20.0,3235.951385498047
205,205.0,-0.5082931228867714,20.0,3242.7243576049805
206,206.0,-0.2514177122983661,20.0,3275.5405123233795
207,207.0,-0.2514177122983661,20.0,3321.2894349098206
208,208.0,0.0,20.0,3323.6886303424835
209,209.0,0.011408765018173561,20.0,3335.0236535072327
210,210.0,0.011408765018173561,20.0,3340.8233938217163
211,211.0,0.011408765018173561,20.0,3367.4276869297028
212,212.0,0.011408765018173561,20.0,3378.591110944748
213,213.0,-0.023260703329770982,20.0,3408.7690391540527
214,214.0,-0.023260703329770982,20.0,3421.3219842910767
215,215.0,-0.023260703329770982,20.0,3456.608679294586
216,216.0,-0.023260703329770982,20.0,3501.068301677704
217,217.0,-0.059251238052046296,20.0,3519.484605550766
218,218.0,-0.059251238052046296,20.0,3541.732190132141
219,219.0,-0.07066000307021986,20.0,3571.5093874931335
220,220.0,-0.4362189913758631,20.0,3585.024610042572
221,221.0,-0.4362189913758631,20.0,3589.4042105674744
222,222.0,-0.4362189913758631,20.0,3593.3226416110992
223,223.0,-0.42487700068401135,20.0,3627.3218064308167
224,224.0,-0.42487700068401135,20.0,3641.230651140213
225,225.0,-0.42487700068401135,20.0,3673.412675380707
226,226.0,-0.42487700068401135,20.0,3675.9191501140594
227,227.0,-0.3888864659617361,20.0,3719.29035115242
228,228.0,-0.3888864659617361,20.0,3730.4581570625305
229,229.0,-0.3888864659617361,20.0,3752.090853214264
230,230.0,-0.5311540336976291,20.0,3774.435939311981
231,231.0,-0.5311540336976291,20.0,3782.033627986908
232,232.0,-0.5311540336976291,20.0,3786.008610010147
233,233.0,-0.5078265560415363,20.0,3791.8399510383606
234,234.0,-0.5078265560415363,20.0,3794.4410152435303
235,235.0,-0.5078265560415363,20.0,3809.1252698898315
236,236.0,-0.5078265560415363,20.0,3837.0087831020355
237,237.0,-0.5078265560415363,20.0,3845.122668981552
238,238.0,-0.34497834969850655,20.0,3887.8254091739655
239,239.0,-0.34497834969850655,20.0,3905.8269708156586
240,240.0,0.16284820634302977,20.0,3939.7291066646576
241,241.0,0.16284820634302977,20.0,3964.1625423431396
242,242.0,0.16284820634302977,20.0,3968.4439532756805
243,243.0,0.16284820634302977,20.0,3989.7413442134857
244,244.0,0.16284820634302977,20.0,3995.7050037384033
245,245.0,0.16284820634302977,20.0,4010.042137861252
246,246.0,0.16284820634302977,20.0,4031.7339923381805
247,247.0,0.16284820634302977,20.0,4042.223838329315
248,248.0,0.0,20.0,4052.4108834266663
249,249.0,0.0,20.0,4064.032633304596
250,250.0,-0.2372501452342056,20.0,4076.826683282852
251,251.0,-0.2372501452342056,20.0,4094.6381888389587
252,252.0,-0.36933722539851754,20.0,4102.999323606491
253,253.0,-0.36933722539851754,20.0,4121.129049062729
254,254.0,-0.36933722539851754,20.0,4152.4303069114685
255,255.0,-0.44869192521708656,20.0,4160.922336101532
256,256.0,-0.44869192521708656,20.0,4166.435339450836
257,257.0,-0.44869192521708656,20.0,4193.627870559692
258,258.0,-0.44869192521708656,20.0,4209.295112133026
259,259.0,-0.688015742604108,20.0,4222.33739233017
260,260.0,-0.4507655973699024,20.0,4250.767785072327
261,261.0,-0.4848948140189985,20.0,4261.318448781967
262,262.0,-0.35280773385468656,20.0,4266.128929376602
263,263.0,-0.35280773385468656,20.0,4292.371934175491
264,264.0,-0.35280773385468656,20.0,4302.916624307632
265,265.0,-0.27345303403611754,20.0,4309.9276471138
266,266.0,-0.27345303403611754,20.0,4315.533935308456
267,267.0,-0.27345303403611754,20.0,4325.9360501766205
268,268.0,-0.27345303403611754,20.0,4336.916486501694
269,269.0,-0.08724511819112923,20.0,4353.805143594742
270,270.0,-0.08724511819112923,20.0,4365.935549497604
271,271.0,-0.1176990563713719,20.0,4376.700990438461
272,272.0,-0.1176990563713719,20.0,4381.053642749786
273,273.0,-0.1176990563713719,20.0,4396.5470468997955
274,274.0,-0.1176990563713719,20.0,4417.377046346664
275,275.0,0.13659088952027984,20.0,4422.060591459274
276,276.0,0.13659088952027984,20.0,4434.583708524704
277,277.0,0.13659088952027984,20.0,4446.314144849777
278,278.0,0.008877152397965249,20.0,4462.70184135437
279,279.0,0.10527528774346481,20.0,4485.238368034363
280,280.0,0.10527528774346481,20.0,4491.4048953056335
281,281.0,0.16985844257280355,20.0,4515.310831069946
282,282.0,-0.4814112040469108,20.0,4520.641661167145
283,283.0,-0.4814112040469108,20.0,4539.7059235572815
284,284.0,-0.4501505811799581,20.0,4571.964095115662
285,285.0,-0.9301986329664267,20.0,4586.470341682434
286,286.0,-1.3335715451533712,20.0,4601.282372713089
287,287.0,-1.31704884571333,20.0,4620.150092601776
288,288.0,-1.1893351085910153,20.0,4627.230441093445
289,289.0,-1.2326173423944817,20.0,4657.697573184967
290,290.0,-1.08479127245995,20.0,4672.426475048065
291,291.0,-1.08479127245995,20.0,4685.4380848407745
292,292.0,-0.4335216258402356,20.0,4717.935385227203
293,293.0,-0.4335216258402356,20.0,4721.798133850098
294,294.0,-0.4647822487071883,20.0,4739.136707782745
295,295.0,-0.7563678143726079,20.0,4758.801431417465
296,296.0,-0.3529949021856634,20.0,4776.542194843292
297,297.0,1.4531190896792834,7.0,4782.461490869522
298,298.0,1.4531190896792834,20.0,4789.800677776337
299,299.0,1.4531190896792834,20.0,4798.439111232758
300,300.0,1.3052930197447516,20.0,4826.73202753067
301,301.0,1.3052930197447516,20.0,4832.136268377304
302,302.0,1.391008443563939,20.0,4856.351558208466
303,303.0,1.391008443563939,20.0,4871.330976724625
304,304.0,1.391008443563939,20.0,4878.733069658279
305,305.0,2.0793437350455677,20.0,4891.192358970642
306,306.0,2.643148503666608,20.0,4916.234526395798
307,307.0,0.8205118123616202,20.0,4919.806716442108
308,308.0,0.8205118123616202,20.0,4928.940656900406
309,309.0,0.8205118123616202,20.0,4939.2360010147095
310,310.0,0.8205118123616202,20.0,4969.665119171143
311,311.0,0.8205118123616202,20.0,4975.835587263107
312,312.0,0.7347963885424329,20.0,4985.444077253342
313,313.0,0.7347963885424329,20.0,5023.269633054733
314,314.0,1.020746631770614,20.0,5063.119767665863
315,315.0,0.8497550118492215,20.0,5065.44624876976
316,316.0,0.28595024322818097,20.0,5067.802296876907
317,317.0,-0.06264385404945508,20.0,5074.337473392487
318,318.0,-0.06264385404945508,20.0,5080.249297618866
319,319.0,-0.06264385404945508,20.0,5090.20975112915
320,320.0,-0.06264385404945508,20.0,5133.766629219055
321,321.0,-0.06264385404945508,20.0,5149.442782402039
322,322.0,-0.8827321058993208,20.0,5163.6399981975555
323,323.0,-0.8827321058993208,20.0,5167.939351320267
324,324.0,-1.1686823491275018,20.0,5172.299507379532
325,325.0,-1.1686823491275018,20.0,5208.880961894989
326,326.0,-1.1686823491275018,20.0,5213.605431318283
327,327.0,-0.8200882518498658,20.0,5237.138249397278
328,328.0,-0.8200882518498658,20.0,5261.544868707657
329,329.0,-0.560145139254841,20.0,5266.621799468994
330,330.0,-0.560145139254841,20.0,5282.349297046661
331,331.0,-0.560145139254841,20.0,5292.747680902481
332,332.0,0.06211768627961054,20.0,5300.723044633865
333,333.0,0.06211768627961054,20.0,5315.063533067703
334,334.0,0.06211768627961054,20.0,5329.338733673096
335,335.0,0.06211768627961054,20.0,5348.23327589035
336,336.0,0.15728540378024589,20.0,5364.904623508453
337,337.0,0.15728540378024589,20.0,5376.524874687195
338,338.0,0.15728540378024589,20.0,5394.548620700836
339,339.0,0.5973125713815144,20.0,5404.647221565247
340,340.0,0.4261601447841965,20.0,5428.67041349411
341,341.0,0.3669092336333897,20.0,5440.050924539566
342,342.0,0.5647346599488039,20.0,5472.925661802292
343,343.0,0.5647346599488039,20.0,5484.35155916214
344,344.0,0.5647346599488039,20.0,5518.049249410629
345,345.0,0.5647346599488039,20.0,5556.081226825714
346,346.0,0.23913417240532206,20.0,5577.546897649765
347,347.0,0.23913417240532206,20.0,5581.553393602371
348,348.0,0.23913417240532206,20.0,5588.11031126976
349,349.0,-0.5378735589546981,20.0,5609.345999956131
350,350.0,-0.36672113235738013,20.0,5633.1274263858795
351,351.0,-0.6451599934684171,20.0,5637.947600603104
352,352.0,-0.888021004575247,20.0,5650.2205719947815
353,353.0,-0.888021004575247,20.0,5654.243472576141
354,354.0,-0.888021004575247,20.0,5664.651143312454
355,355.0,-0.888021004575247,20.0,5676.230974912643
356,356.0,-0.6575882345324008,20.0,5691.643608093262
357,357.0,-0.6575882345324008,20.0,5696.014955997467
358,358.0,-0.6575882345324008,20.0,5699.953593969345
359,359.0,-0.6725859330354214,20.0,5707.7232921123505
360,360.0,-0.7705941117798772,20.0,5732.347002983093
361,361.0,-0.43290433951803353,20.0,5742.452105045319
362,362.0,-0.2891839067701893,20.0,5759.525816917419
363,363.0,-0.398349139978882,20.0,5768.260308265686
364,364.0,-0.7504480151955472,20.0,5793.683600664139
365,365.0,-0.7533348242296374,20.0,5825.305088043213
366,366.0,-0.7533348242296374,20.0,5827.64303612709
367,367.0,-0.8313271307449689,20.0,5837.52704334259
368,368.0,-0.8313271307449689,20.0,5844.654146909714
369,369.0,-0.7772226138810037,20.0,5855.6050844192505
370,370.0,-0.6302947684278373,20.0,5886.458673000336
371,371.0,-0.3835096661403186,20.0,5905.268131017685
372,372.0,-0.2843690877813328,20.0,5907.707602262497
373,373.0,-0.1752038545726402,20.0,5917.549893140793
374,374.0,0.17689502064402507,20.0,5923.220665216446
375,375.0,0.17978182967811535,20.0,5928.053810119629
376,376.0,0.17978182967811535,20.0,5940.013205289841
377,377.0,0.25777413619344686,20.0,5944.346955776215
378,378.0,0.25777413619344686,20.0,5951.451984643936
379,379.0,0.2959669579260885,20.0,5989.90775346756
380,380.0,0.9103171149057493,20.0,6011.500866651535
381,381.0,0.6635320126182306,20.0,6020.4209105968475
382,382.0,0.6635320126182306,20.0,6025.9566123485565
383,383.0,0.5061489635230538,20.0,6053.090170383453
384,384.0,0.47747151639482244,20.0,6061.95854306221
385,385.0,0.47747151639482244,20.0,6072.046000003815
386,386.0,0.363764873466474,20.0,6086.623508214951
387,387.0,0.363764873466474,20.0,6107.965634584427
388,388.0,0.363764873466474,20.0,6114.8076848983765
389,389.0,0.3635026845366148,20.0,6126.344125032425
390,390.0,0.12477942053484056,20.0,6153.529758930206
391,391.0,0.3994115298140009,20.0,6160.2709975242615
392,392.0,0.4749704917836987,20.0,6190.735594749451
393,393.0,0.2881578141048574,20.0,6210.012260437012
394,394.0,0.3168352612330888,20.0,6231.873201370239
395,395.0,-0.3126567804169961,20.0,6257.516859531403
396,396.0,-0.21926290211270233,20.0,6265.068501710892
397,397.0,-0.21926290211270233,20.0,6282.832520008087
398,398.0,-0.21926290211270233,20.0,6286.855763196945
399,399.0,-0.21926290211270233,20.0,6292.123960733414
400,400.0,-0.6438094617992995,20.0,6312.669752120972
401,401.0,-0.978887222981608,20.0,6329.867902040482
402,402.0,-1.0544461849513058,20.0,6348.071046113968
403,403.0,-0.7102504581772877,20.0,6350.754679441452
404,404.0,-0.7102504581772877,20.0,6353.232045173645
405,405.0,-0.08075841652720284,20.0,6366.2615394592285
406,406.0,-0.06044565190314821,20.0,6375.532260656357
407,407.0,-0.06044565190314821,20.0,6386.4555468559265
408,408.0,-0.2708280914879774,20.0,6412.955373764038
409,409.0,-0.19068881514629818,20.0,6444.328965425491
410,410.0,1.1932550134393147,1.0,6446.538969755173
411,411.0,1.0438862584407136,20.0,6456.055220365524
412,412.0,1.172379276795423,20.0,6473.744453430176
413,413.0,1.1485105589123585,20.0,6485.560615062714
414,414.0,1.1108768670010878,20.0,6515.914912700653
415,415.0,1.1108768670010878,20.0,6531.466733455658
416,416.0,1.1108768670010878,20.0,6544.668169498444
